transaction_id,transaction_date,sender_id,receiver_id,origin_country,destination_country,sender_bank,receiver_bank,currency,amount_usd,transaction_type,customer_segment,purpose_code,risk_rating
TXN000356,2025-02-13,CUST_A104,RCV_B202,USA,DEU,Continental Finance,Continental Finance,USD,2118.54,ACH,Retail,Services,Low
TXN000357,2025-02-13,CUST_A102,RCV_B204,USA,ARE,Atlantic Bank,Mercury Trust,USD,16904.0,Wire,SME,Services,Low
TXN000358,2025-02-13,CUST_A103,RCV_B202,USA,ZAF,Atlantic Bank,Mercury Trust,USD,88168.04,Trade Finance,NBFI,Capital Goods,High
TXN000359,2025-02-13,CUST_A102,RCV_B204,USA,GBR,Atlantic Bank,Harbor Bank,USD,16729.27,ACH,SME,Intercompany Transfer,Low
TXN000360,2025-02-13,CUST_A103,RCV_B205,USA,GBR,Harbor Bank,Harbor Bank,USD,148768.37,ACH,NBFI,Invoice Payment,High
TXN000361,2025-02-13,CUST_A106,RCV_B204,USA,DEU,Harbor Bank,Harbor Bank,USD,18609.2,Trade Finance,SME,Capital Goods,Medium
TXN000362,2025-02-13,CUST_A104,RCV_B202,USA,RUS,Continental Finance,Atlantic Bank,USD,6759.38,ACH,Retail,Capital Goods,Low
TXN000363,2025-02-14,CUST_A101,RCV_B206,GBR,USA,Mercury Trust,Atlantic Bank,USD,39906.07,Trade Finance,Corporate,Services,Medium
TXN000364,2025-02-14,CUST_A103,RCV_B201,USA,GBR,Harbor Bank,Continental Finance,USD,130987.97,Wire,NBFI,Invoice Payment,High
TXN000365,2025-02-14,CUST_A104,RCV_B203,USA,GBR,Harbor Bank,Harbor Bank,USD,2016.21,Trade Finance,Retail,Intercompany Transfer,Low
TXN000366,2025-02-14,CUST_A102,RCV_B206,GBR,USA,Atlantic Bank,Mercury Trust,USD,7204.02,Wire,SME,Services,Low
TXN000367,2025-02-14,CUST_A103,RCV_B206,USA,RUS,Mercury Trust,Harbor Bank,USD,92254.04,Trade Finance,NBFI,Services,High
TXN000368,2025-02-15,CUST_A102,RCV_B204,USA,ARE,Continental Finance,Mercury Trust,USD,17638.36,ACH,SME,Services,Low
TXN000369,2025-02-15,CUST_A102,RCV_B205,USA,ZAF,Mercury Trust,Atlantic Bank,USD,7025.3,Trade Finance,SME,Invoice Payment,Low
TXN000370,2025-02-15,CUST_A104,RCV_B202,USA,DEU,Mercury Trust,Mercury Trust,USD,2115.71,Remittance,Retail,Invoice Payment,Low
TXN000371,2025-02-15,CUST_A104,RCV_B203,GBR,USA,Atlantic Bank,Continental Finance,USD,9628.6,Remittance,Retail,Services,Low
TXN000372,2025-02-15,CUST_A101,RCV_B202,USA,ARE,Atlantic Bank,Continental Finance,USD,61004.87,Wire,Corporate,Family Support,Medium
TXN000373,2025-02-16,CUST_A101,RCV_B206,GBR,USA,Mercury Trust,Harbor Bank,USD,66276.97,Wire,Corporate,Family Support,Medium
TXN000374,2025-02-16,CUST_A102,RCV_B203,USA,DEU,Mercury Trust,Atlantic Bank,USD,15473.41,Trade Finance,SME,Services,Low
TXN000375,2025-02-16,CUST_A103,RCV_B203,USA,RUS,Mercury Trust,Mercury Trust,USD,72542.54,Wire,NBFI,Family Support,High
TXN000376,2025-02-16,CUST_A101,RCV_B202,USA,DEU,Continental Finance,Harbor Bank,USD,87284.51,ACH,Corporate,Intercompany Transfer,Medium
TXN000377,2025-02-16,CUST_A101,RCV_B204,USA,ARE,Continental Finance,Atlantic Bank,USD,56593.11,Trade Finance,Corporate,Invoice Payment,Medium
TXN000378,2025-02-16,CUST_A105,RCV_B205,USA,RUS,Atlantic Bank,Mercury Trust,USD,86018.06,Wire,Corporate,Family Support,Medium
TXN000379,2025-02-16,CUST_A105,RCV_B205,USA,ARE,Mercury Trust,Mercury Trust,USD,51394.8,Wire,Corporate,Intercompany Transfer,Medium
TXN000380,2025-02-16,CUST_A106,RCV_B203,USA,ARE,Mercury Trust,Continental Finance,USD,5842.06,Wire,SME,Invoice Payment,Medium
TXN000381,2025-02-17,CUST_A104,RCV_B203,USA,ZAF,Mercury Trust,Harbor Bank,USD,2617.73,ACH,Retail,Invoice Payment,Low
TXN000382,2025-02-17,CUST_A106,RCV_B202,USA,DEU,Harbor Bank,Mercury Trust,USD,16883.79,Trade Finance,SME,Services,Medium
TXN000383,2025-02-17,CUST_A105,RCV_B204,USA,GBR,Mercury Trust,Mercury Trust,USD,83033.64,Remittance,Corporate,Invoice Payment,Medium
TXN000384,2025-02-17,CUST_A101,RCV_B205,USA,ZAF,Continental Finance,Mercury Trust,USD,59976.43,ACH,Corporate,Intercompany Transfer,Medium
TXN000385,2025-02-17,CUST_A106,RCV_B202,USA,ARE,Harbor Bank,Mercury Trust,USD,12184.06,Trade Finance,SME,Capital Goods,Medium
TXN000386,2025-02-17,CUST_A106,RCV_B201,USA,GBR,Continental Finance,Atlantic Bank,USD,17200.94,Wire,SME,Intercompany Transfer,Medium
TXN000387,2025-02-17,CUST_A102,RCV_B204,USA,DEU,Mercury Trust,Harbor Bank,USD,12495.36,Wire,SME,Services,Low
TXN000388,2025-02-18,CUST_A104,RCV_B201,GBR,USA,Mercury Trust,Harbor Bank,USD,1255.38,ACH,Retail,Intercompany Transfer,Low
TXN000389,2025-02-18,CUST_A102,RCV_B202,USA,DEU,Mercury Trust,Mercury Trust,USD,9610.45,Remittance,SME,Capital Goods,Low
TXN000390,2025-02-18,CUST_A103,RCV_B203,USA,GBR,Continental Finance,Harbor Bank,USD,71401.39,Trade Finance,NBFI,Capital Goods,High
TXN000391,2025-02-18,CUST_A102,RCV_B206,USA,DEU,Mercury Trust,Harbor Bank,USD,20921.9,Wire,SME,Intercompany Transfer,Low
TXN000392,2025-02-18,CUST_A101,RCV_B204,USA,RUS,Mercury Trust,Mercury Trust,USD,53299.1,ACH,Corporate,Services,Medium
TXN000393,2025-02-18,CUST_A105,RCV_B203,USA,ARE,Mercury Trust,Continental Finance,USD,40972.23,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN000394,2025-02-19,CUST_A102,RCV_B203,USA,GBR,Harbor Bank,Continental Finance,USD,8642.95,ACH,SME,Intercompany Transfer,Low
TXN000395,2025-02-19,CUST_A103,RCV_B201,USA,RUS,Mercury Trust,Harbor Bank,USD,362672.82,Remittance,NBFI,Capital Goods,High
TXN000396,2025-02-19,CUST_A102,RCV_B206,USA,GBR,Continental Finance,Mercury Trust,USD,8658.32,Remittance,SME,Services,Low
TXN000397,2025-02-19,CUST_A102,RCV_B202,USA,ARE,Mercury Trust,Mercury Trust,USD,15116.55,ACH,SME,Services,Low
TXN000398,2025-02-19,CUST_A103,RCV_B205,GBR,USA,Atlantic Bank,Mercury Trust,USD,108877.04,ACH,NBFI,Capital Goods,High
TXN000399,2025-02-20,CUST_A103,RCV_B204,USA,GBR,Atlantic Bank,Atlantic Bank,USD,120746.64,Remittance,NBFI,Invoice Payment,High
TXN000400,2025-02-20,CUST_A105,RCV_B206,USA,RUS,Harbor Bank,Continental Finance,USD,84183.62,ACH,Corporate,Family Support,Medium
TXN000401,2025-02-20,CUST_A104,RCV_B206,GBR,USA,Harbor Bank,Atlantic Bank,USD,2275.07,Remittance,Retail,Family Support,Low
TXN000402,2025-02-20,CUST_A102,RCV_B201,USA,RUS,Mercury Trust,Mercury Trust,USD,17471.3,Wire,SME,Invoice Payment,Low
TXN000403,2025-02-20,CUST_A106,RCV_B203,USA,ARE,Continental Finance,Continental Finance,USD,9026.24,Wire,SME,Capital Goods,Medium
TXN000404,2025-02-20,CUST_A106,RCV_B205,USA,ARE,Mercury Trust,Mercury Trust,USD,9130.97,Wire,SME,Intercompany Transfer,Medium
TXN000405,2025-02-20,CUST_A101,RCV_B205,GBR,USA,Continental Finance,Continental Finance,USD,134350.64,ACH,Corporate,Family Support,Medium
TXN000406,2025-02-20,CUST_A101,RCV_B201,USA,ARE,Harbor Bank,Atlantic Bank,USD,53116.3,Trade Finance,Corporate,Family Support,Medium
TXN000407,2025-02-20,CUST_A106,RCV_B206,USA,DEU,Harbor Bank,Atlantic Bank,USD,21744.91,ACH,SME,Intercompany Transfer,Medium
TXN000408,2025-02-21,CUST_A103,RCV_B205,USA,ZAF,Mercury Trust,Atlantic Bank,USD,185238.35,Wire,NBFI,Family Support,High
TXN000409,2025-02-21,CUST_A105,RCV_B203,GBR,USA,Harbor Bank,Harbor Bank,USD,100587.61,Wire,Corporate,Invoice Payment,Medium
TXN000410,2025-02-21,CUST_A103,RCV_B205,USA,GBR,Mercury Trust,Harbor Bank,USD,128672.26,ACH,NBFI,Services,High
TXN000411,2025-02-21,CUST_A101,RCV_B202,USA,GBR,Continental Finance,Harbor Bank,USD,26862.95,Remittance,Corporate,Invoice Payment,Medium
TXN000412,2025-02-21,CUST_A103,RCV_B202,USA,ARE,Continental Finance,Mercury Trust,USD,139744.96,Wire,NBFI,Family Support,High
TXN000413,2025-02-21,CUST_A102,RCV_B206,USA,ARE,Mercury Trust,Continental Finance,USD,25587.49,Wire,SME,Services,Low
TXN000414,2025-02-21,CUST_A102,RCV_B205,USA,GBR,Harbor Bank,Mercury Trust,USD,29065.03,Wire,SME,Family Support,Low
TXN000415,2025-02-21,CUST_A101,RCV_B201,USA,RUS,Harbor Bank,Atlantic Bank,USD,52959.41,Wire,Corporate,Services,Medium
TXN000416,2025-02-22,CUST_A101,RCV_B204,USA,ARE,Mercury Trust,Mercury Trust,USD,93280.35,Wire,Corporate,Intercompany Transfer,Medium
TXN000417,2025-02-22,CUST_A101,RCV_B204,USA,RUS,Continental Finance,Harbor Bank,USD,68269.95,ACH,Corporate,Invoice Payment,Medium
TXN000418,2025-02-22,CUST_A103,RCV_B203,GBR,USA,Mercury Trust,Mercury Trust,USD,151138.62,Remittance,NBFI,Services,High
TXN000419,2025-02-22,CUST_A105,RCV_B202,USA,RUS,Mercury Trust,Harbor Bank,USD,106294.46,Trade Finance,Corporate,Services,Medium
TXN000420,2025-02-22,CUST_A104,RCV_B204,USA,GBR,Harbor Bank,Harbor Bank,USD,3465.88,Wire,Retail,Services,Low
TXN000421,2025-02-22,CUST_A103,RCV_B201,GBR,USA,Atlantic Bank,Mercury Trust,USD,91573.72,Trade Finance,NBFI,Invoice Payment,High
TXN000422,2025-02-22,CUST_A106,RCV_B202,USA,GBR,Atlantic Bank,Atlantic Bank,USD,26716.32,Trade Finance,SME,Capital Goods,Medium
TXN000423,2025-02-22,CUST_A103,RCV_B205,USA,RUS,Mercury Trust,Mercury Trust,USD,108177.06,Remittance,NBFI,Invoice Payment,High
TXN000424,2025-02-22,CUST_A106,RCV_B206,USA,DEU,Continental Finance,Atlantic Bank,USD,10253.07,ACH,SME,Capital Goods,Medium
TXN000425,2025-02-23,CUST_A103,RCV_B201,USA,ZAF,Atlantic Bank,Atlantic Bank,USD,96951.26,Wire,NBFI,Intercompany Transfer,High
TXN000426,2025-02-23,CUST_A106,RCV_B205,USA,GBR,Harbor Bank,Harbor Bank,USD,13156.42,Trade Finance,SME,Invoice Payment,Medium
TXN000427,2025-02-23,CUST_A101,RCV_B206,USA,RUS,Continental Finance,Atlantic Bank,USD,105580.24,Remittance,Corporate,Intercompany Transfer,Medium
TXN000428,2025-02-23,CUST_A104,RCV_B202,USA,ARE,Harbor Bank,Continental Finance,USD,1720.49,Trade Finance,Retail,Capital Goods,Low
TXN000429,2025-02-23,CUST_A103,RCV_B202,USA,RUS,Continental Finance,Atlantic Bank,USD,85605.12,Remittance,NBFI,Invoice Payment,High
TXN000430,2025-02-23,CUST_A104,RCV_B203,USA,ZAF,Mercury Trust,Harbor Bank,USD,1951.11,ACH,Retail,Invoice Payment,Low
TXN000431,2025-02-23,CUST_A101,RCV_B202,USA,ARE,Continental Finance,Harbor Bank,USD,49103.07,Remittance,Corporate,Invoice Payment,Medium
TXN000432,2025-02-23,CUST_A101,RCV_B203,USA,ZAF,Harbor Bank,Continental Finance,USD,56132.34,ACH,Corporate,Family Support,Medium
TXN000433,2025-02-23,CUST_A104,RCV_B205,USA,DEU,Continental Finance,Harbor Bank,USD,1362.73,Remittance,Retail,Intercompany Transfer,Low
TXN000434,2025-02-23,CUST_A104,RCV_B201,GBR,USA,Atlantic Bank,Mercury Trust,USD,808.18,Trade Finance,Retail,Capital Goods,Low
TXN000435,2025-02-23,CUST_A106,RCV_B206,GBR,USA,Continental Finance,Mercury Trust,USD,9138.36,Remittance,SME,Invoice Payment,Medium
TXN000436,2025-02-23,CUST_A102,RCV_B201,USA,ARE,Mercury Trust,Continental Finance,USD,27619.82,Trade Finance,SME,Capital Goods,Low
TXN000437,2025-02-23,CUST_A102,RCV_B203,USA,ARE,Mercury Trust,Atlantic Bank,USD,4170.96,Remittance,SME,Services,Low
TXN000438,2025-02-23,CUST_A104,RCV_B202,USA,ZAF,Harbor Bank,Atlantic Bank,USD,1573.8,ACH,Retail,Invoice Payment,Low
TXN000439,2025-02-24,CUST_A104,RCV_B201,USA,RUS,Continental Finance,Atlantic Bank,USD,1164.67,ACH,Retail,Invoice Payment,Low
TXN000440,2025-02-24,CUST_A101,RCV_B206,USA,RUS,Continental Finance,Continental Finance,USD,83145.23,Trade Finance,Corporate,Capital Goods,Medium
TXN000441,2025-02-24,CUST_A104,RCV_B202,USA,ARE,Harbor Bank,Atlantic Bank,USD,8374.08,Wire,Retail,Family Support,Low
TXN000442,2025-02-24,CUST_A105,RCV_B205,USA,RUS,Continental Finance,Mercury Trust,USD,125528.64,Trade Finance,Corporate,Invoice Payment,Medium
TXN000443,2025-02-24,CUST_A104,RCV_B206,GBR,USA,Harbor Bank,Harbor Bank,USD,1595.77,Remittance,Retail,Intercompany Transfer,Low
TXN000444,2025-02-24,CUST_A103,RCV_B205,USA,ZAF,Mercury Trust,Atlantic Bank,USD,43561.79,Remittance,NBFI,Services,High
TXN000445,2025-02-24,CUST_A102,RCV_B206,USA,ZAF,Atlantic Bank,Harbor Bank,USD,7800.33,Remittance,SME,Intercompany Transfer,Low
TXN000446,2025-02-24,CUST_A102,RCV_B203,USA,GBR,Harbor Bank,Mercury Trust,USD,31044.68,Trade Finance,SME,Family Support,Low
TXN000447,2025-02-24,CUST_A102,RCV_B206,USA,ZAF,Atlantic Bank,Atlantic Bank,USD,17962.94,Trade Finance,SME,Intercompany Transfer,Low
TXN000448,2025-02-25,CUST_A105,RCV_B205,GBR,USA,Atlantic Bank,Mercury Trust,USD,84854.19,Remittance,Corporate,Services,Medium
TXN000449,2025-02-25,CUST_A105,RCV_B202,USA,GBR,Continental Finance,Atlantic Bank,USD,79901.05,Trade Finance,Corporate,Capital Goods,Medium
TXN000450,2025-02-25,CUST_A102,RCV_B204,USA,DEU,Continental Finance,Continental Finance,USD,9864.62,Wire,SME,Capital Goods,Low
TXN000451,2025-02-25,CUST_A101,RCV_B204,USA,ARE,Harbor Bank,Continental Finance,USD,59180.17,Remittance,Corporate,Intercompany Transfer,Medium
TXN000452,2025-02-25,CUST_A101,RCV_B202,USA,DEU,Harbor Bank,Atlantic Bank,USD,139322.9,Trade Finance,Corporate,Family Support,Medium
TXN000453,2025-02-25,CUST_A104,RCV_B205,USA,GBR,Continental Finance,Continental Finance,USD,2436.31,Remittance,Retail,Services,Low
TXN000454,2025-02-25,CUST_A103,RCV_B203,USA,GBR,Mercury Trust,Continental Finance,USD,306805.48,Wire,NBFI,Intercompany Transfer,High
TXN000455,2025-02-25,CUST_A103,RCV_B201,GBR,USA,Continental Finance,Mercury Trust,USD,120727.06,Trade Finance,NBFI,Services,High
TXN000456,2025-02-25,CUST_A104,RCV_B201,GBR,USA,Harbor Bank,Harbor Bank,USD,1776.71,Trade Finance,Retail,Invoice Payment,Low
TXN000457,2025-02-26,CUST_A103,RCV_B201,GBR,USA,Mercury Trust,Atlantic Bank,USD,217627.59,Wire,NBFI,Services,High
TXN000458,2025-02-26,CUST_A103,RCV_B201,USA,ZAF,Continental Finance,Harbor Bank,USD,137286.06,Trade Finance,NBFI,Family Support,High
TXN000459,2025-02-26,CUST_A106,RCV_B201,USA,ARE,Mercury Trust,Mercury Trust,USD,9319.52,Wire,SME,Services,Medium
TXN000460,2025-02-26,CUST_A103,RCV_B206,USA,RUS,Mercury Trust,Mercury Trust,USD,156276.11,Trade Finance,NBFI,Family Support,High
TXN000461,2025-02-27,CUST_A105,RCV_B204,USA,GBR,Mercury Trust,Harbor Bank,USD,75376.71,Trade Finance,Corporate,Capital Goods,Medium
TXN000462,2025-02-27,CUST_A103,RCV_B202,USA,ARE,Atlantic Bank,Mercury Trust,USD,97365.39,ACH,NBFI,Invoice Payment,High
TXN000463,2025-02-27,CUST_A103,RCV_B206,GBR,USA,Harbor Bank,Mercury Trust,USD,146191.56,Trade Finance,NBFI,Intercompany Transfer,High
TXN000464,2025-02-27,CUST_A106,RCV_B203,USA,DEU,Harbor Bank,Continental Finance,USD,27980.64,Wire,SME,Capital Goods,Medium
TXN000465,2025-02-27,CUST_A105,RCV_B204,USA,ZAF,Mercury Trust,Continental Finance,USD,103562.47,Wire,Corporate,Intercompany Transfer,Medium
TXN000466,2025-02-28,CUST_A101,RCV_B202,USA,RUS,Harbor Bank,Harbor Bank,USD,138230.06,ACH,Corporate,Family Support,Medium
TXN000467,2025-02-28,CUST_A106,RCV_B205,USA,GBR,Continental Finance,Atlantic Bank,USD,9485.42,Trade Finance,SME,Invoice Payment,Medium
TXN000468,2025-02-28,CUST_A103,RCV_B202,USA,ARE,Atlantic Bank,Mercury Trust,USD,49550.36,Trade Finance,NBFI,Intercompany Transfer,High
TXN000469,2025-02-28,CUST_A102,RCV_B203,USA,ZAF,Continental Finance,Harbor Bank,USD,26552.12,Wire,SME,Services,Low
TXN000470,2025-02-28,CUST_A106,RCV_B205,USA,ZAF,Continental Finance,Atlantic Bank,USD,16787.57,Wire,SME,Capital Goods,Medium
TXN000471,2025-02-28,CUST_A104,RCV_B205,USA,ZAF,Harbor Bank,Continental Finance,USD,3152.17,Remittance,Retail,Services,Low
TXN000472,2025-02-28,CUST_A103,RCV_B202,GBR,USA,Mercury Trust,Mercury Trust,USD,86129.65,ACH,NBFI,Capital Goods,High
TXN000473,2025-02-28,CUST_A102,RCV_B204,USA,DEU,Continental Finance,Harbor Bank,USD,25022.06,Trade Finance,SME,Family Support,Low
TXN000474,2025-02-28,CUST_A105,RCV_B201,USA,ZAF,Continental Finance,Harbor Bank,USD,54944.64,ACH,Corporate,Invoice Payment,Medium
TXN000475,2025-02-28,CUST_A101,RCV_B204,GBR,USA,Mercury Trust,Mercury Trust,USD,168378.95,Wire,Corporate,Family Support,Medium
TXN000476,2025-02-28,CUST_A105,RCV_B202,USA,DEU,Atlantic Bank,Harbor Bank,USD,84066.9,ACH,Corporate,Services,Medium
TXN000477,2025-03-01,CUST_A105,RCV_B205,GBR,USA,Continental Finance,Continental Finance,USD,177311.65,Trade Finance,Corporate,Services,Medium
TXN000478,2025-03-01,CUST_A102,RCV_B203,USA,DEU,Harbor Bank,Harbor Bank,USD,17605.53,Wire,SME,Services,Low
TXN000479,2025-03-01,CUST_A102,RCV_B202,USA,ARE,Atlantic Bank,Harbor Bank,USD,30437.48,Wire,SME,Services,Low
TXN000480,2025-03-01,CUST_A104,RCV_B204,USA,RUS,Mercury Trust,Continental Finance,USD,2317.84,Remittance,Retail,Capital Goods,Low
TXN000481,2025-03-01,CUST_A106,RCV_B205,USA,DEU,Mercury Trust,Mercury Trust,USD,10206.29,Wire,SME,Services,Medium
TXN000482,2025-03-01,CUST_A105,RCV_B206,USA,ARE,Atlantic Bank,Mercury Trust,USD,85401.59,Remittance,Corporate,Intercompany Transfer,Medium
TXN000483,2025-03-01,CUST_A106,RCV_B201,USA,ARE,Mercury Trust,Atlantic Bank,USD,21936.12,ACH,SME,Capital Goods,Medium
TXN000484,2025-03-01,CUST_A102,RCV_B204,USA,ZAF,Atlantic Bank,Continental Finance,USD,13147.88,ACH,SME,Family Support,Low
TXN000485,2025-03-01,CUST_A101,RCV_B204,USA,RUS,Atlantic Bank,Continental Finance,USD,102690.97,Wire,Corporate,Services,Medium
TXN000486,2025-03-01,CUST_A105,RCV_B206,USA,ZAF,Atlantic Bank,Atlantic Bank,USD,54732.8,Trade Finance,Corporate,Invoice Payment,Medium
TXN000487,2025-03-02,CUST_A104,RCV_B206,USA,ZAF,Harbor Bank,Continental Finance,USD,4317.48,Remittance,Retail,Capital Goods,Low
TXN000488,2025-03-02,CUST_A105,RCV_B204,GBR,USA,Harbor Bank,Harbor Bank,USD,99315.64,Remittance,Corporate,Invoice Payment,Medium
TXN000489,2025-03-02,CUST_A104,RCV_B202,USA,GBR,Atlantic Bank,Continental Finance,USD,3840.2,ACH,Retail,Invoice Payment,Low
TXN000490,2025-03-02,CUST_A105,RCV_B201,USA,RUS,Mercury Trust,Atlantic Bank,USD,16579.91,ACH,Corporate,Family Support,Medium
TXN000491,2025-03-02,CUST_A102,RCV_B206,USA,GBR,Atlantic Bank,Continental Finance,USD,14395.67,ACH,SME,Family Support,Low
TXN000492,2025-03-03,CUST_A104,RCV_B201,GBR,USA,Mercury Trust,Atlantic Bank,USD,4065.79,Trade Finance,Retail,Family Support,Low
TXN000493,2025-03-03,CUST_A102,RCV_B205,USA,ARE,Continental Finance,Mercury Trust,USD,9119.42,ACH,SME,Capital Goods,Low
TXN000494,2025-03-03,CUST_A106,RCV_B205,USA,GBR,Atlantic Bank,Harbor Bank,USD,7883.44,Trade Finance,SME,Intercompany Transfer,Medium
TXN000495,2025-03-03,CUST_A101,RCV_B204,GBR,USA,Continental Finance,Continental Finance,USD,64103.31,Remittance,Corporate,Family Support,Medium
TXN000496,2025-03-04,CUST_A105,RCV_B204,USA,ARE,Harbor Bank,Atlantic Bank,USD,142217.19,Wire,Corporate,Invoice Payment,Medium
TXN000497,2025-03-04,CUST_A102,RCV_B206,USA,DEU,Continental Finance,Mercury Trust,USD,18603.93,Wire,SME,Capital Goods,Low
TXN000498,2025-03-04,CUST_A104,RCV_B204,USA,DEU,Mercury Trust,Mercury Trust,USD,3620.47,Wire,Retail,Intercompany Transfer,Low
TXN000499,2025-03-04,CUST_A105,RCV_B202,USA,ARE,Continental Finance,Harbor Bank,USD,129232.51,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN000500,2025-03-04,CUST_A106,RCV_B206,USA,ARE,Atlantic Bank,Atlantic Bank,USD,24460.76,Trade Finance,SME,Intercompany Transfer,Medium
TXN000501,2025-03-04,CUST_A104,RCV_B205,USA,GBR,Atlantic Bank,Continental Finance,USD,3149.64,ACH,Retail,Services,Low
TXN000502,2025-03-05,CUST_A105,RCV_B205,USA,DEU,Mercury Trust,Continental Finance,USD,55614.2,Trade Finance,Corporate,Services,Medium
TXN000503,2025-03-05,CUST_A104,RCV_B201,USA,GBR,Harbor Bank,Continental Finance,USD,2011.92,ACH,Retail,Services,Low
TXN000504,2025-03-05,CUST_A103,RCV_B202,USA,ARE,Continental Finance,Harbor Bank,USD,270769.11,ACH,NBFI,Intercompany Transfer,High
TXN000505,2025-03-05,CUST_A103,RCV_B204,USA,RUS,Mercury Trust,Harbor Bank,USD,174003.5,ACH,NBFI,Family Support,High
TXN000506,2025-03-05,CUST_A104,RCV_B202,USA,DEU,Mercury Trust,Mercury Trust,USD,1403.81,Trade Finance,Retail,Invoice Payment,Low
TXN000507,2025-03-05,CUST_A106,RCV_B203,GBR,USA,Continental Finance,Atlantic Bank,USD,9369.98,Wire,SME,Family Support,Medium
TXN000508,2025-03-05,CUST_A104,RCV_B206,USA,ZAF,Mercury Trust,Atlantic Bank,USD,2330.84,Trade Finance,Retail,Invoice Payment,Low
TXN000509,2025-03-05,CUST_A106,RCV_B202,USA,GBR,Mercury Trust,Mercury Trust,USD,11902.76,Remittance,SME,Capital Goods,Medium
TXN000510,2025-03-06,CUST_A101,RCV_B203,USA,GBR,Mercury Trust,Atlantic Bank,USD,116026.08,Remittance,Corporate,Invoice Payment,Medium
TXN000511,2025-03-06,CUST_A102,RCV_B201,USA,RUS,Harbor Bank,Continental Finance,USD,43229.5,Remittance,SME,Capital Goods,Low
TXN000512,2025-03-06,CUST_A106,RCV_B205,USA,GBR,Mercury Trust,Atlantic Bank,USD,25723.9,Trade Finance,SME,Family Support,Medium
TXN000513,2025-03-06,CUST_A104,RCV_B203,USA,GBR,Mercury Trust,Mercury Trust,USD,2712.93,Wire,Retail,Capital Goods,Low
TXN000514,2025-03-06,CUST_A106,RCV_B203,USA,ZAF,Mercury Trust,Harbor Bank,USD,13677.05,Remittance,SME,Invoice Payment,Medium
TXN000515,2025-03-07,CUST_A106,RCV_B201,USA,DEU,Continental Finance,Continental Finance,USD,35677.04,Wire,SME,Intercompany Transfer,Medium
TXN000516,2025-03-07,CUST_A101,RCV_B201,USA,ARE,Atlantic Bank,Continental Finance,USD,49040.28,ACH,Corporate,Family Support,Medium
TXN000517,2025-03-07,CUST_A103,RCV_B204,USA,ZAF,Mercury Trust,Continental Finance,USD,66032.78,Remittance,NBFI,Capital Goods,High
TXN000518,2025-03-07,CUST_A102,RCV_B206,GBR,USA,Harbor Bank,Continental Finance,USD,15542.44,Trade Finance,SME,Capital Goods,Low
TXN000519,2025-03-07,CUST_A105,RCV_B202,USA,ARE,Atlantic Bank,Continental Finance,USD,28212.11,Wire,Corporate,Invoice Payment,Medium
TXN000520,2025-03-07,CUST_A106,RCV_B206,USA,DEU,Harbor Bank,Atlantic Bank,USD,11162.88,Remittance,SME,Services,Medium
TXN000521,2025-03-07,CUST_A105,RCV_B203,USA,GBR,Mercury Trust,Atlantic Bank,USD,121005.7,Trade Finance,Corporate,Family Support,Medium
TXN000522,2025-03-07,CUST_A106,RCV_B206,USA,GBR,Atlantic Bank,Atlantic Bank,USD,19873.41,ACH,SME,Intercompany Transfer,Medium
TXN000523,2025-03-07,CUST_A105,RCV_B204,USA,DEU,Mercury Trust,Continental Finance,USD,100878.41,Wire,Corporate,Services,Medium
TXN000524,2025-03-08,CUST_A102,RCV_B206,USA,DEU,Atlantic Bank,Continental Finance,USD,11163.47,ACH,SME,Invoice Payment,Low
TXN000525,2025-03-08,CUST_A102,RCV_B206,USA,RUS,Continental Finance,Atlantic Bank,USD,7756.54,Remittance,SME,Family Support,Low
TXN000526,2025-03-08,CUST_A105,RCV_B202,USA,ARE,Atlantic Bank,Continental Finance,USD,79950.75,Trade Finance,Corporate,Services,Medium
TXN000527,2025-03-08,CUST_A105,RCV_B201,USA,ARE,Continental Finance,Continental Finance,USD,218995.57,Wire,Corporate,Capital Goods,Medium
TXN000528,2025-03-08,CUST_A101,RCV_B206,GBR,USA,Atlantic Bank,Continental Finance,USD,90503.25,Remittance,Corporate,Family Support,Medium
TXN000529,2025-03-08,CUST_A106,RCV_B205,USA,GBR,Mercury Trust,Harbor Bank,USD,23299.82,Remittance,SME,Invoice Payment,Medium
TXN000530,2025-03-08,CUST_A103,RCV_B205,GBR,USA,Harbor Bank,Harbor Bank,USD,79609.04,Trade Finance,NBFI,Invoice Payment,High
TXN000531,2025-03-08,CUST_A104,RCV_B205,GBR,USA,Continental Finance,Mercury Trust,USD,443.26,Remittance,Retail,Invoice Payment,Low
TXN000532,2025-03-08,CUST_A101,RCV_B203,USA,ARE,Continental Finance,Atlantic Bank,USD,52938.35,ACH,Corporate,Invoice Payment,Medium
TXN000533,2025-03-09,CUST_A103,RCV_B203,USA,ZAF,Continental Finance,Atlantic Bank,USD,37225.67,Remittance,NBFI,Invoice Payment,High
TXN000534,2025-03-09,CUST_A102,RCV_B203,USA,GBR,Harbor Bank,Harbor Bank,USD,16600.82,Wire,SME,Family Support,Low
TXN000535,2025-03-09,CUST_A104,RCV_B203,USA,ZAF,Harbor Bank,Mercury Trust,USD,1334.02,ACH,Retail,Services,Low
